"address"	"lat"	"lng"
"2475 Merritt Ave, Merritt, BC V1K 1R6, Canada"	50.1115938	-120.7787184
"Cologne, Germany"	50.937531	6.9602786
"Southern California, CA, USA"	34.9592083	-116.419389
"Europe"	54.5259614	15.2551187
"Pasadena, CA, USA"	34.1477849	-118.1445155
"Washington, DC, USA"	38.9071923	-77.0368707
"Wellington, New Zealand"	-41.2864603	174.776236
"Gold Coast QLD, Australia"	-28.016667	153.4
"State Hwy 1984, Richmond, KY 40475, USA"	37.7724451	-84.4213616
"Auckland, New Zealand"	-36.8484597	174.7633315
"Flagstaff, AZ, USA"	35.1982836	-111.651302
"Fargo, ND, USA"	46.8771863	-96.7898034
"Calgary, AB, Canada"	51.0486151	-114.0708459
"Arkansas, USA"	35.20105	-91.8318334
"Brisbane QLD, Australia"	-27.4697707	153.0251235
"Howden, Goole DN14, UK"	53.745894	-0.868877
"Winchester, VA 22601, USA"	39.1856597	-78.1633341
"Baltimore, MD, USA"	39.2903848	-76.6121893
"London, UK"	51.5073509	-0.1277583
"Balearic Islands, Spain"	39.5341789	2.8577105
"New York, NY, USA"	40.7127837	-74.0059413
"Sacramento, CA, USA"	38.5815719	-121.4943996
"Bergen County, NJ, USA"	40.9262762	-74.07701
"Moncton, NB, Canada"	46.0878165	-64.7782313
"Athens, GA, USA"	33.9519347	-83.357567
"Sheffield, UK"	53.381129	-1.470085
"Grand Junction, CO, USA"	39.0638705	-108.5506486
"Iowa, USA"	41.8780025	-93.097702
"2231 N Indian Ruins Rd #6, Tucson, AZ 85715, USA"	32.249261	-110.845543
"Australia"	-25.274398	133.775136
"Eugene, OR, USA"	44.0520691	-123.0867536
"London, UK"	51.5073509	-0.1277583
"College Station, TX, USA"	30.627977	-96.3344068
"Virginia, USA"	37.4315734	-78.6568942
"Bangor, UK"	53.22739	-4.129263
"Lawton, OK, USA"	34.6035669	-98.3959291
"Denver, CO, USA"	39.7392358	-104.990251
"Durham, NH, USA"	43.1339545	-70.9264393
"Washington, DC, USA"	38.9071923	-77.0368707
"Jena, Germany"	50.927054	11.5892372
"Bedford, NS, Canada"	44.7246629	-63.6908523
"Pasadena, CA, USA"	34.1477849	-118.1445155
"Urbana, IL, USA"	40.1105875	-88.2072697
"Oxford, UK"	51.7520209	-1.2577263
"Notre Dame, IN 46556, USA"	41.7055716	-86.2353388
"1161 Hollis St, Halifax, NS B3H 2P6, Canada"	44.6395889	-63.5681836
"St Paul, MN, USA"	44.9537029	-93.0899578
"Calgary, AB, Canada"	51.0486151	-114.0708459
"Washington, DC, USA"	38.9071923	-77.0368707
"Los Angeles, CA, USA"	34.0522342	-118.2436849
"Indianapolis, IN, USA"	39.768403	-86.158068
"Toronto, ON, Canada"	43.653226	-79.3831843
"Genoa, Italy"	44.4056499	8.946256
"Denver, CO, USA"	39.7392358	-104.990251
"Charlotte, NC, USA"	35.2270869	-80.8431267
"Washington, DC, USA"	38.9071923	-77.0368707
"Germany"	51.165691	10.451526
"Chicago, IL, USA"	41.8781136	-87.6297982
"Oxford, UK"	51.7520209	-1.2577263
"Phoenix, AZ, USA"	33.4483771	-112.0740373
"Galway, Ireland"	53.270668	-9.0567905
"Maryland, USA"	39.0457549	-76.6412712
"Delaware, USA"	38.9108325	-75.5276699
"Mackenzie House, 30-36 Newport Rd, Cardiff CF24 0DE, UK"	51.4840142	-3.165956
"Norfolk, VA, USA"	36.8507689	-76.2858726
"Canada"	56.130366	-106.346771
"Melbourne VIC 3004, Australia"	-37.813611	144.963056
"Los Angeles, CA, USA"	34.0522342	-118.2436849
"Zürich, Switzerland"	47.3768866	8.541694
"Montreal, QC, Canada"	45.5016889	-73.567256
"Buffalo, NY, USA"	42.8864468	-78.8783689
"Lewisburg, PA 17837, USA"	40.9645293	-76.8844101
"Durham, UK"	54.77525	-1.584852
"Australia"	-25.274398	133.775136
"1 Click Rd, Brighton, TN 38011, USA"	35.4036712	-89.6897109
"Goleta, CA, USA"	34.4358294	-119.8276389
"California, USA"	36.778261	-119.4179324
"Bethesda, MD, USA"	38.984652	-77.0947092
"United Kingdom"	55.378051	-3.435973
"Beaufort, NC 28516, USA"	34.7182174	-76.6638186
"Texas, USA"	31.9685988	-99.9018131
"Honolulu, HI, USA"	21.3069444	-157.8583333
"New Westminster, BC, Canada"	49.2057179	-122.910956
"Toronto, ON, Canada"	43.653226	-79.3831843
"Earth, TX 79031, USA"	34.2331373	-102.4107493
"Tempe, AZ, USA"	33.4255104	-111.9400054
"Grampians Way, Caroline Springs VIC 3023, Australia"	-37.7498	144.7299429
"6272 US-287, Woodlake, TX 75865, USA"	31.0200482	-95.0310394
"Italy"	41.87194	12.56738
"Errol Road, Dundee DD2 5DA, United Kingdom"	56.456677	-3.069486
"Bristol, UK"	51.454513	-2.58791
"Ottawa, ON, Canada"	45.4215296	-75.6971931
"San Rafael, CA, USA"	37.9735346	-122.5310874
"91120 Palaiseau, France"	48.714509	2.245748
"London, UK"	51.5073509	-0.1277583
"Norwich, UK"	52.6308859	1.297355
"Canada, KY, USA"	37.6061055	-82.3246094
"900S, Indiana, USA"	40.3094297	-84.8903675
"Boulder, CO, USA"	40.0149856	-105.2705456
"Leeds, UK"	53.8007554	-1.5490774
"South Bend, IN, USA"	41.6763545	-86.2519898
"Montreal, QC, Canada"	45.5016889	-73.567256
"Toronto, ON, Canada"	43.653226	-79.3831843
"Minnesota, USA"	46.729553	-94.6858998
"Halifax Regional Municipality, NS, Canada"	44.6487635	-63.5752387
"Houston, TX, USA"	29.7604267	-95.3698028
"Wagga Wagga NSW 2650, Australia"	-35.1081689	147.3598323
"Brisbane QLD, Australia"	-27.4697707	153.0251235
"52-54 Dublin Rd, Belfast BT2 7HN, UK"	54.5913515	-5.9326205
"Ann Arbor, MI, USA"	42.2808256	-83.7430378
"Decatur, IL, USA"	39.8403147	-88.9548001
"Dublin, Ireland"	53.3498053	-6.2603097
"Alberta, Canada"	53.9332706	-116.5765035
"London, UK"	51.5073509	-0.1277583
"Chicago, IL, USA"	41.8781136	-87.6297982
"Sydney NSW, Australia"	-33.8688197	151.2092955
"Phoenix, AZ, USA"	33.4483771	-112.0740373
"Philadelphia, PA, USA"	39.9525839	-75.1652215
"-2159, 6826 Loop Rd, Dayton, OH 45459, United States"	39.645624	-84.147373
"Cornwall, UK"	50.2660471	-5.0527125
"Ireland"	53.1423672	-7.6920536
"Grapevine, TX, USA"	32.9342919	-97.0780654
"Knoxville, TN, USA"	35.9606384	-83.9207392
"12902 USF Magnolia Drive, Tampa, FL 33612, USA"	28.0645579	-82.4211774
"United Kingdom"	55.378051	-3.435973
"Houston, TX, USA"	29.7604267	-95.3698028
"St. Louis, MO, USA"	38.6270025	-90.1994042
"Australia"	-25.274398	133.775136
"41 UT-95, Hanksville, UT 84734, USA"	38.3729122	-110.7044363
"Sheffield, UK"	53.381129	-1.470085
"Ireland"	53.1423672	-7.6920536
"St Andrews KY16, UK"	56.3397753	-2.7967214
"Melbourne VIC 3004, Australia"	-37.813611	144.963056
"Auckland, New Zealand"	-36.8484597	174.7633315
"Brisbane QLD, Australia"	-27.4697707	153.0251235
"Tempe, AZ, USA"	33.4255104	-111.9400054
"Tahiti, French Polynesia"	-17.6509195	-149.4260421
"Ave Carolinas, Murrieta, CA 92562, USA"	33.5692679	-117.2833156
"Athens, GA, USA"	33.9519347	-83.357567
"Melbourne VIC 3004, Australia"	-37.813611	144.963056
"New York, NY, USA"	40.7127837	-74.0059413
"West Hollywood, CA, USA"	34.0900091	-118.3617443
"Perth WA, Australia"	-31.9505269	115.8604572
"Heronmere Rd, Johannesburg, 2091, South Africa"	-26.2332198	28.0304617
"S Wilderness Trail, Coeur d'Alene, ID 83814, USA"	47.659268	-116.9172208
"Brisbane QLD, Australia"	-27.4697707	153.0251235
"Australian Capital Territory, Australia"	-35.4734679	149.0123679
"8600 Silkeborg, Denmark"	56.176362	9.5549216
"Wake County, NC, USA"	35.8031909	-78.5660852
"Manhattan, KS, USA"	39.1836082	-96.5716694
"Connecticut, USA"	41.6032207	-73.087749
"Canberra ACT 0200, Australia"	-35.2776999	149.118527
"4001 3 Ave N, Regina, SK S4R 0W8, Canada"	50.4736208	-104.6388209
"752 36 Uppsala, Sweden"	59.8509005	17.6300093
"Richmond, VA, USA"	37.5407246	-77.4360481
"St Lucia QLD 4072, Australia"	-27.4954306	153.0120301
"Winnipeg, MB, Canada"	49.895136	-97.1383744
"United States"	37.09024	-95.712891
"Manchester, MO, USA"	38.5969977	-90.5092882
"Portland, OR, USA"	45.5230622	-122.6764816
"London, UK"	51.5073509	-0.1277583
"Canberra ACT 2601, Australia"	-35.2809368	149.1300092
"69/1, Chinnappa Garden Rd, Ramaswamipalya, Chinnapa Garden, Benson Town, Bengaluru, Karnataka 560046, India"	13.001435	77.6003224
"Bronx, NY, USA"	40.8447819	-73.8648268
"131 Summer Street, Bridgewater, MA 02324, USA"	41.9877398	-70.9660014
"Perth WA, Australia"	-31.9505269	115.8604572
"Illinois, USA"	40.6331249	-89.3985283
"165 Earth Way Dr, Stanardsville, VA 22973, USA"	38.2536312	-78.4587475
"Richmond, IN 47374, USA"	39.8289369	-84.8902382
"12345 El Monte Rd, Los Altos Hills, CA 94022, USA"	37.3602775	-122.1265617
"Sydney NSW, Australia"	-33.8688197	151.2092955
"Chicago, IL, USA"	41.8781136	-87.6297982
"Chicago, IL, USA"	41.8781136	-87.6297982
"200 Romina Dr, Concord, ON L4K 4Z7, Canada"	43.8169837	-79.532157
"Prince George, BC, Canada"	53.9170641	-122.7496693
"700 Milam St #1300, Houston, TX 77002, USA"	29.7601082	-95.3656107
"43 US-89, Kanab, UT 84741, USA"	37.0473696	-112.5263994
"Adelaide SA, Australia"	-34.9284989	138.6007456
"Melbourne VIC 3004, Australia"	-37.813611	144.963056
"Vancouver, BC, Canada"	49.2827291	-123.1207375
"Middletown, CT, USA"	41.5623209	-72.6506488
"England, UK"	52.3555177	-1.1743197
"London, UK"	51.5073509	-0.1277583
"Brisbane QLD, Australia"	-27.4697707	153.0251235
"Sydney NSW, Australia"	-33.8688197	151.2092955
"Canada"	56.130366	-106.346771
"Sydney NSW, Australia"	-33.8688197	151.2092955
"Townsville City QLD 4810, Australia"	-19.2589635	146.8169483
"New Zealand"	-40.900557	174.885971
"Townsville City QLD 4810, Australia"	-19.2589635	146.8169483
"Ohio, USA"	40.4172871	-82.907123
"Atlantic Ocean"	-14.5994134	-28.6731465
"Oregon, USA"	43.8041334	-120.5542012
"Nevada, USA"	38.8026097	-116.419389
"Seattle, WA, USA"	47.6062095	-122.3320708
"1122 Green St, Harrisburg, PA 17102, USA"	40.2679818	-76.8896922
"Texas, USA"	31.9685988	-99.9018131
"St Paul, MN, USA"	44.9537029	-93.0899578
"2655 Le Jeune Rd #905, Coral Gables, FL 33134, USA"	25.7474414	-80.2620247
"Nahant, MA, USA"	42.4265633	-70.922279
"Bradenton, FL, USA"	27.4989278	-82.5748194
"Cold Spring Harbor, NY, USA"	40.8714873	-73.456788
"Cambridge, MA, USA"	42.3736158	-71.1097335
"San Francisco Bay Area, CA, USA"	37.8271784	-122.2913078
"Australia"	-25.274398	133.775136
"Grand Haven, MI, USA"	43.0630734	-86.2283864
"Honolulu, HI, USA"	21.3069444	-157.8583333
"California, USA"	36.778261	-119.4179324
"Minneapolis, MN, USA"	44.977753	-93.2650108
"Victoria, Australia"	-37.4713077	144.7851531
"Aberdeen City, UK"	57.1495807	-2.0937632
"Mayagüez, Puerto Rico"	18.2013452	-67.1451549
"16 Wakefield St, Hawthorn VIC 3122, Australia"	-37.820714	145.036832
"Los Angeles, CA, USA"	34.0522342	-118.2436849
"Northern California, CA, USA"	38.8375215	-120.8958242
"Bern, Switzerland"	46.9479739	7.4474468
"Australia"	-25.274398	133.775136
"Toronto, ON, Canada"	43.653226	-79.3831843
"Melbourne VIC 3004, Australia"	-37.813611	144.963056
"Australia"	-25.274398	133.775136
"405 Rue Sainte-Catherine Est, Montréal, QC H2L 2C4, Canada"	45.5125995	-73.5605955
"Southampton, UK"	50.9097004	-1.4043509
"Durham, NC, USA"	35.9940329	-78.898619
"Bogotá, Bogota, Colombia"	4.7109886	-74.072092
"Winnipeg, MB, Canada"	49.895136	-97.1383744
"Rockford, IL, USA"	42.2711311	-89.0939952
"Massachusetts, USA"	42.4072107	-71.3824374
"Port Rowan, ON, Canada"	42.6235785	-80.4501487
"Australia"	-25.274398	133.775136
"11 W Jones St, Raleigh, NC 27601, USA"	35.7821824	-78.6395557
"St Lucia QLD 4072, Australia"	-27.4954306	153.0120301
"Rockford, IL, USA"	42.2711311	-89.0939952
"Davis, CA, USA"	38.5449065	-121.7405167
"175 High St, Dumfries DG1 2QT, UK"	55.0694895	-3.611835
"Lincoln, NE, USA"	40.8257625	-96.6851982
"Fargo, ND, USA"	46.8771863	-96.7898034
"Guelph, ON, Canada"	43.5448048	-80.2481666
"Connecticut, USA"	41.6032207	-73.087749
"Perth WA, Australia"	-31.9505269	115.8604572
"St Lucia QLD 4067, Australia"	-27.5	153
"Tübingen, Germany"	48.5216364	9.0576448
"Webster, TX, USA"	29.5377315	-95.1182645
"Chicago, IL, USA"	41.8781136	-87.6297982
"Carbondale, IL, USA"	37.7272727	-89.2167501
"Brisbane QLD, Australia"	-27.4697707	153.0251235
"Shreveport, LA, USA"	32.5251516	-93.7501789
"Stevens Point, WI, USA"	44.5235792	-89.574563
"West Lafayette, IN, USA"	40.4258686	-86.9080655
"Canberra ACT 2601, Australia"	-35.2809368	149.1300092
"New Zealand"	-40.900557	174.885971
"St. Petersburg, FL, USA"	27.7518284	-82.6267345
"Charlotte, NC, USA"	35.2270869	-80.8431267
"Canada"	56.130366	-106.346771
"Oregon, USA"	43.8041334	-120.5542012
"3100 14th St NW, Washington, DC 20010, USA"	38.929591	-77.0331936
"Dallas, TX, USA"	32.7766642	-96.7969879
"Buffalo, NY, USA"	42.8864468	-78.8783689
"Melbourne VIC 3004, Australia"	-37.813611	144.963056
"50 Stone Rd E, Guelph, ON N1G 2W1, Canada"	43.5331548	-80.2245283
"Toronto, ON, Canada"	43.653226	-79.3831843
"Columbia, MO, USA"	38.9517053	-92.3340724
"Atlanta, GA, USA"	33.7489954	-84.3879824
"Columbia, MO, USA"	38.9517053	-92.3340724
"Cambridge, UK"	52.205337	0.121817
"Melbourne VIC 3004, Australia"	-37.813611	144.963056
"Iact, Csic,ugr, Av. de las Palmeras 4, 18100 Armilla, Granada, Spain"	37.140116	-3.61772
"Corvallis, OR 97331, USA"	44.5637806	-123.2794442
"Melbourne VIC 3004, Australia"	-37.813611	144.963056
"San Francisco Bay Area, CA, USA"	37.8271784	-122.2913078
"Florida, USA"	27.6648274	-81.5157535
"Bishop, CA 93514, USA"	37.3614238	-118.3996636
"Melbourne VIC 3004, Australia"	-37.813611	144.963056
"United States"	37.09024	-95.712891
"Sacramento, CA, USA"	38.5815719	-121.4943996
"Philadelphia, PA, USA"	39.9525839	-75.1652215
"Kingston, Jamaica"	18.0178743	-76.8099041
"Sydney NSW, Australia"	-33.8688197	151.2092955
"Washington, DC, USA"	38.9071923	-77.0368707
"Melbourne VIC 3004, Australia"	-37.813611	144.963056
"Toronto, ON, Canada"	43.653226	-79.3831843
"Aomori, Aomori Prefecture, Japan"	40.822072	140.7473647
"Boston, MA, USA"	42.3600825	-71.0588801
"Washington, DC, USA"	38.9071923	-77.0368707
"Montreal, QC, Canada"	45.5016889	-73.567256
"Tucson, AZ, USA"	32.2217429	-110.926479
"Brisbane QLD, Australia"	-27.4697707	153.0251235
"Lincoln, NE, USA"	40.8257625	-96.6851982
"Toronto, ON, Canada"	43.653226	-79.3831843
"Chicago, IL, USA"	41.8781136	-87.6297982
"106, 1901 Rosser Ave, Burnaby, BC, Canada"	49.266849	-123.0063233
"Vancouver, BC, Canada"	49.2827291	-123.1207375
"Calgary, AB, Canada"	51.0486151	-114.0708459
"Longmont, CO, USA"	40.1672068	-105.1019275
"Ontario, Canada"	51.253775	-85.3232139
"Arizona, USA"	34.0489281	-111.0937311
"Melbourne VIC 3004, Australia"	-37.813611	144.963056
"New Jersey, USA"	40.0583238	-74.4056612
"Chongqing, China"	29.56301	106.551556
"Rhode Island, USA"	41.5800945	-71.4774291
"2505 Mill Center Pkwy, Buford, GA 30518, USA"	34.1140497	-83.9811014
"Washington, DC, USA"	38.9071923	-77.0368707
"2505 Mill Center Pkwy, Buford, GA 30518, USA"	34.1140497	-83.9811014
"Melbourne VIC 3004, Australia"	-37.813611	144.963056
"44830 Brains, France"	47.169383	-1.72217
"Charlotte, NC, USA"	35.2270869	-80.8431267
"221 Burwood Hwy, Burwood VIC 3125, Australia"	-37.8443075	145.1100113
"Canada"	56.130366	-106.346771
"35 Stirling Hwy, Crawley WA 6009, Australia"	-31.981179	115.8199096
"Betelgeuse, 76113 Santiago de Querétaro, Qro., Mexico"	20.613901	-100.4465104
"San Francisco, CA, USA"	37.7749295	-122.4194155
"Melbourne VIC 3004, Australia"	-37.813611	144.963056
"Melbourne VIC 3004, Australia"	-37.813611	144.963056
"Sydney NSW, Australia"	-33.8688197	151.2092955
"New York, NY, USA"	40.7127837	-74.0059413
"New York, NY, USA"	40.7127837	-74.0059413
"Bailey's Crossroads, VA, USA"	38.8502289	-77.1310789
"Indonesia"	-0.789275	113.921327
"Montreal, QC, Canada"	45.5016889	-73.567256
"Louisville, KY, USA"	38.2526647	-85.7584557
"6101 Trust Dr, Holland, OH 43528, USA"	41.6145689	-83.6872426
"Sydney NSW, Australia"	-33.8688197	151.2092955
"Chicago, IL, USA"	41.8781136	-87.6297982
"Brisbane Ave, Barton ACT 2600, Australia"	-35.309517	149.1350883
"Washington, DC, USA"	38.9071923	-77.0368707
"Ithaca, NY, USA"	42.4439614	-76.5018807
"West Lafayette, IN, USA"	40.4258686	-86.9080655
"Saskatoon, SK S7N 5C5, Canada"	52.1334003	-106.6313582
"Earth, TX 79031, USA"	34.2331373	-102.4107493
"135 Duke Marine Lab Rd, Beaufort, NC 28516, USA"	34.716561	-76.6723069
"Athens, GA, USA"	33.9519347	-83.357567
"Baltimore, MD, USA"	39.2903848	-76.6121893
"Seattle, WA, USA"	47.6062095	-122.3320708
"Adelaide SA, Australia"	-34.9284989	138.6007456
"Townsville City QLD 4810, Australia"	-19.2589635	146.8169483
"Canberra ACT 2601, Australia"	-35.2809368	149.1300092
"Chicago, IL, USA"	41.8781136	-87.6297982
"Sarasota, FL, USA"	27.3364347	-82.5306527
"Birmingham, AL, USA"	33.5206608	-86.80249
"Groton, CT, USA"	41.3497456	-72.0790717
"Oxford, OH 45056, USA"	39.5069974	-84.745231
"700 Milam St #1300, Houston, TX 77002, USA"	29.7601082	-95.3656107
"Arizona, USA"	34.0489281	-111.0937311
"Columbus, OH, USA"	39.9611755	-82.9987942
"Lakeland, FL, USA"	28.0394654	-81.9498042
"Ithaca, NY, USA"	42.4439614	-76.5018807
"Bogor, Kp. Parung Jambu, Bogor City, West Java, Indonesia"	-6.5971469	106.8060388
"Westmead NSW 2145, Australia"	-33.80829	150.98208
"Columbia, MO, USA"	38.9517053	-92.3340724
"Davis, CA, USA"	38.5449065	-121.7405167
"Edmonton, AB, Canada"	53.544389	-113.4909267
"Johannesburg, South Africa"	-26.2041028	28.0473051
"Flint, MI, USA"	43.0125274	-83.6874562
"Adelaide SA, Australia"	-34.9284989	138.6007456
"Detroit, MI, USA"	42.331427	-83.0457538
"Canberra ACT 2601, Australia"	-35.2809368	149.1300092
"Cambridge, MA, USA"	42.3736158	-71.1097335
"Charles de Gaulle Airport, 95700 Roissy-en-France, France"	49.0096906	2.5479245
"New York, NY, USA"	40.7127837	-74.0059413
"Ardmore, OK 73401, USA"	34.1742611	-97.1436254
"Bogor, Kp. Parung Jambu, Bogor City, West Java, Indonesia"	-6.5971469	106.8060388
"1 James Cook Dr, Townsville City QLD 4811, Australia"	-19.3275726	146.7580624
"Chile"	-35.675147	-71.542969
"Silver Spring, MD, USA"	38.9906657	-77.026088
"Sydney NSW, Australia"	-33.8688197	151.2092955
"Québec City, QC, Canada"	46.8138783	-71.2079809
"Australia"	-25.274398	133.775136
"Canberra ACT 2601, Australia"	-35.2809368	149.1300092
"Bluffton, OH 45817, USA"	40.8953301	-83.8888288
"Carlsbad, CA, USA"	33.1580933	-117.3505939
"San Diego, CA, USA"	32.715738	-117.1610838
"Los Angeles, CA 90095, USA"	34.068921	-118.4451811
"660 Parrington Oval, Norman, OK 73019, USA"	35.2058936	-97.4457137
"Victoria, BC, Canada"	48.4284207	-123.3656444
"Gold Coast QLD, Australia"	-28.016667	153.4
"Sydney NSW, Australia"	-33.8688197	151.2092955
"Brisbane QLD, Australia"	-27.4697707	153.0251235
"Bozeman, MT, USA"	45.6769979	-111.0429339
"Texas, USA"	31.9685988	-99.9018131
"Brisbane QLD, Australia"	-27.4697707	153.0251235
"Melbourne VIC 3004, Australia"	-37.813611	144.963056
"Melbourne VIC 3004, Australia"	-37.813611	144.963056
"Louisville, KY, USA"	38.2526647	-85.7584557
"Beijing, China"	39.904211	116.407395
"British Columbia, Canada"	53.7266683	-127.6476206
"Australia"	-25.274398	133.775136
"Australia"	-25.274398	133.775136
"Curramore NSW 2533, Australia"	-34.6235313	150.7621101
"Melbourne VIC 3004, Australia"	-37.813611	144.963056
"Prague, Czechia"	50.0755381	14.4378005
"Melbourne VIC 3004, Australia"	-37.813611	144.963056
"Toronto, ON, Canada"	43.653226	-79.3831843
"Canberra ACT 2601, Australia"	-35.2809368	149.1300092
"New York, NY, USA"	40.7127837	-74.0059413
"Seattle, WA, USA"	47.6062095	-122.3320708
"Sydney NSW, Australia"	-33.8688197	151.2092955
"Toronto, ON, Canada"	43.653226	-79.3831843
"Austin, TX, USA"	30.267153	-97.7430608
"Lucknow, Uttar Pradesh, India"	26.8466937	80.946166
"Kelowna, BC, Canada"	49.8879519	-119.4960106
"Sydney NSW, Australia"	-33.8688197	151.2092955
"Sydney NSW, Australia"	-33.8688197	151.2092955
"Tempe, AZ, USA"	33.4255104	-111.9400054
"Spokane, WA, USA"	47.6587802	-117.4260466
"Canberra ACT 2601, Australia"	-35.2809368	149.1300092
"Chicago, IL, USA"	41.8781136	-87.6297982
"Sydney NSW, Australia"	-33.8688197	151.2092955
"Gainesville, FL, USA"	29.6516344	-82.3248262
"Sabah, Malaysia"	5.9788398	116.0753199
"Melbourne VIC 3004, Australia"	-37.813611	144.963056
"France"	46.227638	2.213749
"Huacho, Peru"	-11.1227218	-77.6105679
"Vancouver, BC, Canada"	49.2827291	-123.1207375
"223 62 Lund, Sweden"	55.7119483	13.203493
"England, UK"	52.3555177	-1.1743197
"Victoria, BC, Canada"	48.4284207	-123.3656444
"Vancouver, BC, Canada"	49.2827291	-123.1207375
"Islands District, Hong Kong"	22.2627924	113.9655419
"Dunedin, New Zealand"	-45.8787605	170.5027976
"Grafton NSW 2460, Australia"	-29.6816894	152.9336547
"Istanbul, İstanbul, Turkey"	41.0082376	28.9783589
"Hayward, CA, USA"	37.6688205	-122.0807964
"Austria"	47.516231	14.550072
"Luasong, Tawau, Sabah, Malaysia"	4.633333	117.4
"California, USA"	36.778261	-119.4179324
"Toronto, ON, Canada"	43.653226	-79.3831843
"Geneva, Switzerland"	46.2043907	6.1431577
